supermarket_name,supermarket_lat,supermarket_lng,block_house,street_name,unit_number,postcode
SHENG SIONG SUPERMARKET PTE LTD,1.32546808409855,103.725221546037,3,YUAN CHING ROAD,,618642
SHENG SIONG SUPERMARKET PTE LTD,1.34878489456242,103.703415655686,7,JURONG WEST AVENUE 5,,649486
SHENG SIONG SUPERMARKET PTE LTD,1.3127205532191,103.878641503568,301,GEYLANG ROAD,,389344
SHINVA AGRO FOODS PTE. LTD.,1.3110024025961,103.631572325734,11,TECH PARK CRESCENT,3,638121
SHINVA AGRO FOODS PTE. LTD.,1.30091146604893,103.627788892117,115,TUAS VIEW WALK 1,,637734
SIVAMANI MINIMART PTE LTD,1.33888230373418,103.886109258393,141,UPPER PAYA LEBAR ROAD,,534846
SONG FISH DEALER PTE LTD,1.37834971351323,103.762741183479,17,PETIR ROAD,3,678278
SONG FISH DEALER PTE LTD,1.3236517309902,103.922102964585,750,CHAI CHEE ROAD,9,469000
SONG FISH DEALER PTE LTD,1.3523611297845,103.943784815991,2,TAMPINES CENTRAL 5,8,529509
SONG FISH DEALER PTE LTD,1.42969848150358,103.835776497586,930,YISHUN AVENUE 2,5,769098
SONG FISH DEALER PTE LTD,1.28499883856532,103.844697090786,133,NEW BRIDGE ROAD,26,59413
SONG FISH DEALER PTE LTD,1.33983014805774,103.706460886826,1,JURONG WEST CENTRAL 2,26,648886
SONG FISH DEALER PTE LTD,1.33320021671365,103.743170430901,50,JURONG GATEWAY ROAD,43,608549
SUN TRG & CON PTE LTD,1.45132505304739,103.791095177079,280,WOODLANDS INDUSTRIAL PARK E5,24,757322
SUPERNATURE PTE LTD,1.30619579913532,103.828509016301,583,ORCHARD ROAD,,238884
SUZYAMEER FROZEN PTE. LTD.,1.35226231253931,103.95358649775,201D,TAMPINES STREET 21,1161,524201
SWISS BUTCHERY (2013) PRIVATE LIMITED,1.33176109907579,103.806586886276,30,GREENWOOD AVENUE,,289230
SWISS BUTCHERY PTE LTD,1.30561167116125,103.822962948156,56,TANGLIN ROAD,2,247964
T S J INDUSTRIAL (S) PTE. LTD.,1.33683097371867,103.75434143082,48,TOH GUAN ROAD EAST,130,608586
TAN CHUAN BOON,1.36620942758889,103.895144898127,309,HOUGANG AVENUE 5,293,530309
TAN KWEE ENG,1.43007109706807,103.842396448241,327,YISHUN RING ROAD,1320,760327
TAN PAK NANG,1.33312323989581,103.878841903145,387,UPPER ALJUNIED ROAD,,367872
TANESEI RETAILING PTE. LTD.,1.3523611297845,103.943784815991,2,TAMPINES CENTRAL 5,6,529509
TANESEI RETAILING PTE. LTD.,1.30523472024853,103.905014934935,112,EAST COAST ROAD,9,428802
TANESEI TRADING PTE. LTD.,1.30684882667818,103.788214538525,1,VISTA EXCHANGE GREEN,28,138617
"TANG KER AN, TIMOTHY",1.3206250589085,103.934734229515,18,BEDOK SOUTH ROAD,67,460018
TASTE (SINGAPORE) PRIVATE LIMITED,1.31052978656723,103.796105205941,118,HOLLAND AVENUE,1/10,278997
TEO BOBBY,1.35367102829776,103.870756830653,253,SERANGOON CENTRAL DRIVE,241,550253
TEO BOBBY,1.32476040694715,103.924370235887,29,CHAI CHEE AVENUE,62,460029
THE ALASKA GUYS PTE. LTD.,1.31212247677014,103.911185988113,201,TELOK KURAU ROAD,5,423910
THE BUTCHER (SINGAPORE) PTE. LTD.,1.3119219563809,103.796844046992,44,JALAN MERAH SAGA,50,278116
THE BUTCHER (SINGAPORE) PTE. LTD.,1.30119131472187,103.905113590458,80,MARINE PARADE ROAD,83B,449269
THE FISHWIVES PTE. LTD.,1.32257317593847,103.814245545298,501,BUKIT TIMAH ROAD,05B,259760
THE FOODSPREE PTE LTD,1.31290445966393,103.899711254654,162,JOO CHIAT ROAD,1,427437
THE QUALITYMART DEPOT PTE. LTD.,1.28220136427594,103.803023763143,180,DEPOT ROAD,4,109684
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.40287845138627,103.913195747038,681,PUNGGOL DRIVE,9,820681
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.43991607901426,103.800701205041,676,WOODLANDS DRIVE 71,4,730676
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.31469214115978,103.894480527876,11,TANJONG KATONG ROAD,15,437157
THNG SAIK MONG,1.32212393765921,103.770265909205,108,CLEMENTI STREET 11,K1,120108
TOH GUAN MINI MART PTE LTD,1.33832657868868,103.753536116977,19,TOH GUAN ROAD EAST,65,608568
TUAS SOUTH MINIMART PTE. LTD.,1.27067712305135,103.636144795044,6,TUAS SOUTH STREET 15,,636906
U STARS PTE. LTD.,1.37860238037503,103.941978177656,625,ELIAS ROAD,302,510625
U STARS PTE. LTD.,1.44062992233001,103.806198058319,691,WOODLANDS DRIVE 73,6,730691
U STARS PTE. LTD.,1.41517633772651,103.83983039077,507,YISHUN AVENUE 4,9,760507
U STARS PTE. LTD.,1.37405796748332,103.746160084444,810,CHOA CHU KANG AVENUE 7,1,680810
U STARS PTE. LTD.,1.3775438427841,103.749700044104,817,KEAT HONG LINK,14,680817
U STARS SUPERMARKET PTE. LTD.,1.3512641069979,103.929363838846,878C,TAMPINES AVENUE 8,65,523878
U STARS SUPERMARKET PTE. LTD.,1.40322711960687,103.895387026654,218,SUMANG WALK,1,820218
U STARS SUPERMARKET PTE. LTD.,1.31770281913597,103.769076732946,345,CLEMENTI AVENUE 5,78,120345
U STARS SUPERMARKET PTE. LTD.,1.38977025366003,103.892787164081,215C,COMPASSVALE DRIVE,1,543215
U STARS SUPERMARKET PTE. LTD.,1.39684979447052,103.889246757276,330,ANCHORVALE STREET,1,540330
U STARS SUPERMARKET PTE. LTD.,1.40541353593882,103.896823897364,261,PUNGGOL WAY,2,820261
V SURESH KUMAR,1.45982817398421,103.820073449022,51,ADMIRALTY ROAD WEST - LODGE 1,,757443
VINAYAK TRADERS PTE. LTD.,1.31923811377776,103.732882480415,27,PENJURU WALK,8/9,608538
VINAYAK TRADERS PTE. LTD.,1.32048426082957,103.726722841969,1,JALAN PAPAN,33,619392
VIVA CORP SERVICES PTE. LTD.,1.33733862368542,103.903735085122,23,KAKI BUKIT ROAD 3,2,415812
WAN SIEW YOONG,1.28180062455801,103.842908168065,4,SAGO LANE,103,50004
WONS BUTCHERY PTE. LTD.,1.30570970646179,103.824463823195,1,ST. MARTIN'S DRIVE,1,257988
YEO HOCK HENG,1.31357605426931,103.881877796975,5,ALJUNIED ROAD,,389797
YEO KENG GUAN,1.31661898336453,103.778947263616,5,RIDGEWOOD CLOSE,,276696
YES SUPERMARKET PTE LTD,1.35345315592225,103.953009921086,201B,TAMPINES STREET 21,1091,522201
YOUR GROCER PRIVATE LIMITED,1.28807688301773,103.827081283638,34,JALAN BUKIT HO SWEE,870,160034
YS LOGISTICS (S) PTE. LTD.,1.30859346145721,103.722316838638,15,JALAN TEPONG,2,619336
ZAC MEAT & POULTRY PTE LTD,1.31574933269594,103.925857026336,1B,FIGARO STREET,,458322
